nome_produto,categoria_produto,fabricante,preco,quantidade_estoque,data_compra,nome_cliente,faixa_etaria_cliente,genero_cliente,estado_residencia_cliente,meio_pagamento,em_promocao,desconto_maximo,frete_gratis,avaliacao_produto,quantidade_vendida
Produto_2171,Jogos,Acer,88.65,2907,2024-08-14,Gabriel,18-25,Outro,RJ,Cartão de Crédito,True,24.6,True,5,1
Produto_3986,Eletrodomésticos,Philips,1300.68,3560,2024-06-21,Paula,46-55,Masculino,PR,Transferência Bancária,True,10.7,False,3,1
Produto_5380,Brinquedos,Brastemp,799.84,4843,2024-06-15,Pedro,56-65,Feminino,PR,Transferência Bancária,False,0.0,False,2,5
Produto_5064,Beleza,Samsung,506.42,1610,2024-05-22,Pedro,56-65,Feminino,PR,Transferência Bancária,False,0.0,False,1,10
Produto_6957,Eletrônicos,Acer,752.04,108,2024-10-09,João,56-65,Feminino,MG,Transferência Bancária,True,17.9,True,1,7
Produto_5399,Eletrônicos,Acer,939.77,2825,2024-08-25,Pedro,56-65,Feminino,PR,Pix,False,0.0,False,3,7
Produto_5960,Vestuário,Acer,1461.76,1889,2024-07-09,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,False,3,6
Produto_5392,Vestuário,Brastemp,251.0,166,2024-06-07,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,5,2
Produto_4795,Vestuário,Acer,1091.41,927,2024-01-08,Ana,56-65,Feminino,RS,Pix,False,0.0,True,4,8
Produto_6445,Eletrodomésticos,Microsoft,62.2,2871,2024-07-18,Carla,18-25,Outro,SC,Pix,False,0.0,True,1,3
Produto_2112,Esportes,Sony,822.64,2484,2024-08-30,Carla,18-25,Outro,SC,Pix,False,0.0,False,1,5
Produto_9817,Esportes,Brastemp,762.19,2652,2024-06-04,Thiago,46-55,Outro,SC,Cartão de Crédito,True,23.2,False,3,5
Produto_5198,Jogos,Nokia,685.26,3983,2024-02-20,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,3,8
Produto_2022,Vestuário,LG,1476.58,1980,2024-10-10,Gabriel,18-25,Outro,RJ,Transferência Bancária,True,21.0,True,1,7
Produto_8314,Brinquedos,Nokia,1313.36,1843,2024-03-22,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,27.0,False,1,5
Produto_4386,Móveis,Apple,537.8,1337,2024-03-24,Paula,46-55,Masculino,PR,Boleto,True,20.7,True,1,9
Produto_8247,Beleza,Philips,740.23,3,2024-09-24,João,56-65,Feminino,MG,Transferência Bancária,True,10.3,False,4,3
Produto_7812,Brinquedos,Apple,1271.06,208,2024-03-21,Maria,36-45,Feminino,RS,Transferência Bancária,True,24.6,False,3,4
Produto_1341,Vestuário,Nokia,367.82,4833,2024-03-12,Thiago,46-55,Outro,SC,Pix,False,0.0,False,3,9
Produto_3317,Móveis,Apple,289.86,4152,2024-05-08,Thiago,46-55,Outro,SC,Pix,True,7.0,False,2,3
Produto_5740,Jogos,Samsung,1085.96,3150,2024-03-03,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,True,2,6
Produto_2167,Esportes,Samsung,237.34,222,2024-05-20,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,2,8
Produto_5599,Esportes,Acer,1380.07,1479,2023-11-30,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,1,3
Produto_9536,Vestuário,Microsoft,219.47,3017,2024-06-01,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,False,5,3
Produto_6864,Esportes,Microsoft,1260.96,980,2024-07-08,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,3,3
Produto_3882,Eletrodomésticos,Apple,669.39,1292,2024-07-01,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,True,3,3
Produto_7069,Vestuário,Acer,1185.39,721,2023-11-16,Ana,56-65,Feminino,RS,Transferência Bancária,True,13.9,False,4,9
Produto_8389,Móveis,Apple,331.55,4342,2024-09-30,Thiago,46-55,Outro,SC,Pix,True,10.6,False,4,1
Produto_8716,Brinquedos,Samsung,1355.27,5000,2024-05-04,Ana,56-65,Feminino,RS,Transferência Bancária,True,14.7,True,3,5
Produto_3922,Móveis,Microsoft,1078.4,2553,2024-01-20,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,True,3,6
Produto_5964,Esportes,Philips,1055.65,745,2024-02-09,Carla,18-25,Outro,SC,Boleto,True,9.1,True,3,3
Produto_5590,Beleza,Sony,823.26,4845,2024-05-05,Ana,56-65,Feminino,RS,Cartão de Crédito,True,7.2,True,1,5
Produto_6625,Eletrodomésticos,Sony,950.26,63,2024-07-29,Pedro,56-65,Feminino,PR,Boleto,False,0.0,True,2,2
Produto_8732,Eletrodomésticos,Sony,723.06,103,2024-07-23,Lucas,56-65,Masculino,CE,Pix,True,8.0,False,3,4
Produto_6149,Eletrônicos,Samsung,705.14,1325,2024-10-20,Thiago,46-55,Outro,SC,Transferência Bancária,True,21.1,True,4,10
Produto_5050,Jogos,Sony,422.13,3250,2024-05-15,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,2,8
Produto_9411,Eletrônicos,Microsoft,174.24,1590,2024-06-07,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,2,7
Produto_9159,Brinquedos,Acer,885.6,1150,2024-05-27,Paula,46-55,Masculino,PR,Boleto,False,0.0,True,2,5
Produto_3737,Brinquedos,Brastemp,490.1,720,2024-04-10,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,True,4,1
Produto_3178,Esportes,Apple,1484.18,3669,2024-02-06,Carla,18-25,Outro,SC,Pix,False,0.0,False,5,8
Produto_4218,Esportes,LG,1430.75,2668,2024-06-10,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,3,2
Produto_1146,Beleza,Samsung,1329.65,179,2024-06-05,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,4,3
Produto_9877,Vestuário,Acer,758.06,364,2023-11-17,Lucas,56-65,Masculino,CE,Pix,False,0.0,False,4,10
Produto_8674,Jogos,Acer,931.17,2126,2024-07-11,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,True,3,8
Produto_8009,Esportes,Nokia,1304.91,3969,2024-03-25,Maria,36-45,Feminino,RS,Cartão de Crédito,True,26.8,False,4,8
Produto_2870,Beleza,Apple,1062.99,789,2024-08-27,Ana,56-65,Feminino,RS,Cartão de Crédito,True,12.2,True,5,6
Produto_6492,Jogos,Apple,483.39,2628,2024-04-13,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,False,1,9
Produto_2490,Jogos,Sony,1294.62,2980,2023-12-02,Maria,36-45,Feminino,RS,Boleto,False,0.0,False,2,6
Produto_5076,Móveis,Nokia,74.82,4961,2023-12-11,Fernanda,26-35,Masculino,SC,Pix,True,19.7,False,2,4
Produto_6041,Jogos,LG,215.91,952,2024-10-15,João,56-65,Feminino,MG,Boleto,False,0.0,False,5,3
Produto_6789,Beleza,Microsoft,852.8,34,2024-02-14,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,5,1
Produto_6764,Eletrodomésticos,Panasonic,423.25,1291,2024-06-06,Gabriel,18-25,Outro,RJ,Pix,False,0.0,True,1,7
Produto_3844,Brinquedos,LG,343.38,914,2024-07-14,Thiago,46-55,Outro,SC,Boleto,True,22.0,False,5,10
Produto_3360,Vestuário,LG,846.74,2134,2023-12-07,João,56-65,Feminino,MG,Transferência Bancária,True,5.3,True,4,2
Produto_9270,Beleza,Philips,419.88,3684,2023-12-14,Thiago,46-55,Outro,SC,Boleto,False,0.0,True,2,7
Produto_8322,Eletrodomésticos,Sony,855.63,3369,2023-12-24,Paula,46-55,Masculino,PR,Pix,False,0.0,False,5,3
Produto_3880,Beleza,Sony,1363.48,3847,2024-08-19,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,True,3,9
Produto_8616,Eletrodomésticos,Microsoft,1143.43,60,2024-06-14,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,1,2
Produto_4031,Eletrônicos,Acer,1285.69,4762,2024-07-18,Maria,36-45,Feminino,RS,Boleto,False,0.0,False,1,10
Produto_4433,Eletrônicos,Apple,912.51,2217,2024-09-19,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,False,5,4
Produto_3500,Móveis,Brastemp,551.61,4035,2024-03-05,Fernanda,26-35,Masculino,SC,Boleto,True,26.3,True,1,1
Produto_1719,Eletrônicos,LG,1236.87,2660,2024-01-11,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,True,1,1
Produto_3398,Beleza,Nokia,864.54,1623,2023-12-10,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,True,3,9
Produto_8719,Esportes,Sony,1110.71,4562,2024-01-25,Thiago,46-55,Outro,SC,Cartão de Crédito,True,6.2,True,4,2
Produto_5359,Jogos,LG,440.19,3296,2024-01-25,João,56-65,Feminino,MG,Boleto,False,0.0,True,4,2
Produto_8013,Beleza,Nokia,236.99,2169,2024-08-29,Ana,56-65,Feminino,RS,Pix,False,0.0,True,3,6
Produto_4174,Eletrônicos,LG,126.38,1150,2024-07-31,Thiago,46-55,Outro,SC,Boleto,False,0.0,False,1,3
Produto_9670,Móveis,Philips,464.39,3995,2024-03-01,Gabriel,18-25,Outro,RJ,Transferência Bancária,True,5.4,True,2,10
Produto_3570,Vestuário,LG,668.2,3482,2024-07-17,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,True,4,1
Produto_3794,Eletrônicos,Microsoft,413.04,1351,2024-08-31,Ana,56-65,Feminino,RS,Pix,False,0.0,True,3,3
Produto_7999,Esportes,Panasonic,912.74,2829,2024-08-24,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,False,4,9
Produto_6303,Móveis,Samsung,463.24,4368,2024-03-01,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,True,5,3
Produto_5026,Vestuário,Panasonic,1260.01,4243,2023-11-12,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,True,4,3
Produto_8648,Eletrônicos,Brastemp,1036.44,4630,2023-12-26,Pedro,56-65,Feminino,PR,Transferência Bancária,False,0.0,False,2,4
Produto_6729,Jogos,LG,1451.69,3693,2024-06-29,Gabriel,18-25,Outro,RJ,Cartão de Crédito,True,16.8,True,4,6
Produto_9445,Esportes,Sony,311.03,3128,2023-12-16,Pedro,56-65,Feminino,PR,Boleto,True,6.3,True,4,5
Produto_7218,Vestuário,Acer,408.58,2192,2023-12-31,Lucas,56-65,Masculino,CE,Cartão de Crédito,True,13.5,True,4,6
Produto_2761,Jogos,LG,1389.31,300,2024-02-20,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,False,2,7
Produto_9573,Móveis,Philips,720.02,4779,2024-10-03,Maria,36-45,Feminino,RS,Boleto,False,0.0,True,1,10
Produto_7101,Beleza,Acer,669.0,4620,2024-03-26,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,3,4
Produto_1239,Vestuário,LG,992.8,4153,2024-05-26,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,True,2,7
Produto_3785,Jogos,Panasonic,597.63,615,2024-01-29,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,1,4
Produto_4526,Brinquedos,Samsung,72.95,2820,2024-03-31,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,True,3,7
Produto_8942,Móveis,Microsoft,631.09,4946,2024-04-21,Pedro,56-65,Feminino,PR,Pix,False,0.0,False,3,6
Produto_1102,Esportes,Acer,163.08,2022,2024-05-08,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,1,7
Produto_5909,Brinquedos,Acer,854.15,1649,2024-06-05,Pedro,56-65,Feminino,PR,Boleto,False,0.0,False,5,6
Produto_5252,Vestuário,Acer,304.1,552,2024-05-23,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,False,5,1
Produto_5307,Brinquedos,Acer,867.91,895,2023-12-11,Fernanda,26-35,Masculino,SC,Transferência Bancária,False,0.0,False,3,3
Produto_5441,Jogos,Sony,1316.0,4197,2024-08-24,Ana,56-65,Feminino,RS,Boleto,True,26.6,True,5,1
Produto_4802,Esportes,Brastemp,1446.92,4083,2024-04-08,Paula,46-55,Masculino,PR,Pix,False,0.0,False,2,10
Produto_4773,Jogos,Philips,1121.79,648,2024-09-09,Lucas,56-65,Masculino,CE,Pix,True,15.7,False,1,4
Produto_7241,Brinquedos,Nokia,650.7,3878,2024-05-31,Pedro,56-65,Feminino,PR,Transferência Bancária,False,0.0,False,1,8
Produto_2615,Jogos,Panasonic,195.69,4065,2024-09-11,Ana,56-65,Feminino,RS,Boleto,False,0.0,False,3,7
Produto_6935,Brinquedos,Philips,1241.58,2191,2024-03-07,Pedro,56-65,Feminino,PR,Pix,False,0.0,False,1,1
Produto_8045,Eletrodomésticos,Brastemp,996.87,4229,2024-02-26,João,56-65,Feminino,MG,Transferência Bancária,True,11.0,False,2,7
Produto_2170,Esportes,Sony,132.23,2905,2024-07-29,Maria,36-45,Feminino,RS,Transferência Bancária,False,0.0,True,1,4
Produto_5586,Vestuário,Brastemp,843.51,4738,2024-08-29,Paula,46-55,Masculino,PR,Pix,False,0.0,False,4,3
Produto_5710,Móveis,Sony,327.04,2792,2024-01-02,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,4,2
Produto_8761,Esportes,Brastemp,404.59,4937,2023-11-15,Thiago,46-55,Outro,SC,Pix,True,15.6,True,3,9
Produto_4589,Beleza,Philips,146.86,3851,2024-09-09,João,56-65,Feminino,MG,Cartão de Crédito,True,14.6,False,4,6
Produto_7711,Esportes,Microsoft,1484.87,4338,2024-09-11,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,1,6
Produto_9026,Brinquedos,Panasonic,1333.56,2994,2024-07-05,Paula,46-55,Masculino,PR,Boleto,False,0.0,False,3,5
Produto_5468,Brinquedos,Brastemp,1254.9,3505,2024-04-22,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,True,3,6
Produto_7491,Esportes,Acer,915.08,313,2024-10-05,Fernanda,26-35,Masculino,SC,Pix,False,0.0,False,1,8
Produto_5640,Beleza,Apple,1079.78,1760,2024-09-25,Lucas,56-65,Masculino,CE,Boleto,True,27.4,True,4,7
Produto_6314,Eletrodomésticos,Brastemp,429.72,1274,2023-12-27,Carla,18-25,Outro,SC,Cartão de Crédito,False,0.0,False,1,2
Produto_3600,Esportes,LG,1284.38,1122,2024-10-22,Pedro,56-65,Feminino,PR,Boleto,False,0.0,False,4,1
Produto_4660,Eletrodomésticos,Panasonic,1295.3,425,2024-04-26,Lucas,56-65,Masculino,CE,Boleto,False,0.0,True,2,3
Produto_2655,Eletrodomésticos,Brastemp,299.67,4274,2024-03-14,Pedro,56-65,Feminino,PR,Boleto,True,23.5,False,2,5
Produto_2499,Eletrodomésticos,Panasonic,589.58,1828,2024-09-01,Gabriel,18-25,Outro,RJ,Cartão de Crédito,True,11.3,True,2,3
Produto_5805,Jogos,Nokia,98.03,2623,2024-09-27,Carla,18-25,Outro,SC,Cartão de Crédito,True,27.1,True,2,7
Produto_3850,Eletrônicos,Apple,1390.64,3318,2024-04-10,Fernanda,26-35,Masculino,SC,Pix,False,0.0,False,2,1
Produto_5132,Móveis,Brastemp,907.97,2887,2024-06-25,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,4,4
Produto_7927,Móveis,Apple,891.98,1855,2024-01-16,Paula,46-55,Masculino,PR,Pix,True,25.7,True,1,1
Produto_4851,Esportes,Microsoft,416.87,571,2024-01-14,Pedro,56-65,Feminino,PR,Pix,False,0.0,False,2,7
Produto_9780,Jogos,Microsoft,540.89,4185,2024-10-03,Thiago,46-55,Outro,SC,Pix,False,0.0,True,1,10
Produto_7285,Beleza,Acer,495.88,3503,2023-12-28,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,5,9
Produto_6991,Beleza,Samsung,1289.51,3530,2024-05-10,Thiago,46-55,Outro,SC,Boleto,False,0.0,True,4,5
Produto_3923,Esportes,Nokia,1242.11,4792,2024-04-25,João,56-65,Feminino,MG,Boleto,False,0.0,True,3,10
Produto_6848,Beleza,Microsoft,730.51,4537,2023-11-24,Thiago,46-55,Outro,SC,Pix,True,28.0,False,5,2
Produto_6157,Esportes,LG,1042.76,4391,2024-09-30,João,56-65,Feminino,MG,Pix,False,0.0,False,1,3
Produto_4376,Jogos,Panasonic,483.94,4445,2024-10-23,Ana,56-65,Feminino,RS,Pix,False,0.0,True,2,10
Produto_2303,Jogos,Apple,513.56,438,2024-09-11,Thiago,46-55,Outro,SC,Pix,False,0.0,True,2,9
Produto_6642,Eletrônicos,Brastemp,426.85,2353,2024-10-27,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,1,7
Produto_7019,Beleza,Sony,183.09,4915,2024-08-28,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,3,6
Produto_2751,Eletrodomésticos,Nokia,751.51,1846,2024-07-02,Paula,46-55,Masculino,PR,Pix,False,0.0,False,3,8
Produto_3656,Eletrodomésticos,Acer,1211.69,809,2024-09-19,Ana,56-65,Feminino,RS,Pix,False,0.0,True,3,10
Produto_6378,Jogos,Acer,981.8,1391,2024-03-05,Maria,36-45,Feminino,RS,Boleto,False,0.0,True,3,2
Produto_8237,Móveis,Samsung,832.58,3332,2024-01-18,Ana,56-65,Feminino,RS,Boleto,False,0.0,True,1,3
Produto_2394,Vestuário,Nokia,1102.66,409,2023-11-11,Maria,36-45,Feminino,RS,Boleto,False,0.0,False,4,5
Produto_3433,Eletrônicos,Acer,682.85,3909,2024-09-22,Ana,56-65,Feminino,RS,Pix,False,0.0,True,2,6
Produto_2960,Eletrônicos,Brastemp,1075.8,3976,2024-07-20,Gabriel,18-25,Outro,RJ,Boleto,False,0.0,False,3,9
Produto_1384,Brinquedos,LG,570.43,4365,2024-05-07,Thiago,46-55,Outro,SC,Pix,False,0.0,True,5,1
Produto_7019,Beleza,LG,916.13,2058,2023-11-24,Gabriel,18-25,Outro,RJ,Transferência Bancária,False,0.0,False,1,5
Produto_3263,Vestuário,Philips,1464.97,2832,2024-02-25,Lucas,56-65,Masculino,CE,Cartão de Crédito,False,0.0,True,1,8
Produto_4861,Eletrônicos,Nokia,906.6,585,2024-06-16,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,False,1,5
Produto_7157,Eletrodomésticos,Samsung,1293.07,1269,2024-05-29,João,56-65,Feminino,MG,Pix,False,0.0,True,3,8
Produto_6692,Vestuário,Acer,1305.84,3131,2024-04-25,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,True,3,5
Produto_4429,Móveis,Philips,1247.77,967,2024-06-25,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,2,7
Produto_3356,Jogos,LG,1262.07,383,2023-11-05,Fernanda,26-35,Masculino,SC,Cartão de Crédito,True,9.1,False,4,1
Produto_9360,Jogos,Acer,286.48,967,2024-06-09,Pedro,56-65,Feminino,PR,Boleto,False,0.0,False,3,9
Produto_1753,Eletrodomésticos,Brastemp,841.73,142,2024-10-19,João,56-65,Feminino,MG,Boleto,False,0.0,False,5,4
Produto_3441,Jogos,Apple,992.08,2022,2024-02-23,Paula,46-55,Masculino,PR,Pix,False,0.0,True,2,7
Produto_8766,Móveis,Samsung,508.5,1286,2024-08-29,Maria,36-45,Feminino,RS,Boleto,True,25.0,False,5,8
Produto_3232,Esportes,Sony,1105.44,2728,2024-09-06,Carla,18-25,Outro,SC,Pix,True,29.9,True,2,4
Produto_4055,Eletrodomésticos,Nokia,635.16,549,2024-04-08,João,56-65,Feminino,MG,Transferência Bancária,False,0.0,False,2,10
Produto_1304,Móveis,Microsoft,838.64,4691,2024-04-08,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,True,2,6
Produto_5064,Esportes,Microsoft,992.37,543,2023-12-17,Lucas,56-65,Masculino,CE,Boleto,False,0.0,False,5,2
Produto_9550,Eletrodomésticos,Sony,148.0,4991,2024-11-03,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,True,4,1
Produto_6581,Eletrodomésticos,LG,750.74,4223,2024-08-29,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,5,9
Produto_6022,Eletrodomésticos,Panasonic,750.31,1034,2024-10-13,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,True,5,9
Produto_3045,Eletrodomésticos,Nokia,227.94,2913,2024-07-04,Ana,56-65,Feminino,RS,Transferência Bancária,True,28.4,True,1,6
Produto_4217,Eletrodomésticos,LG,990.72,683,2024-05-31,Paula,46-55,Masculino,PR,Transferência Bancária,False,0.0,False,1,2
Produto_4399,Esportes,Samsung,555.1,4646,2024-10-14,Thiago,46-55,Outro,SC,Pix,False,0.0,True,1,8
Produto_1294,Vestuário,Apple,597.87,294,2024-06-18,Thiago,46-55,Outro,SC,Pix,False,0.0,False,4,1
Produto_9834,Eletrônicos,LG,461.39,3013,2024-08-26,Paula,46-55,Masculino,PR,Cartão de Crédito,False,0.0,False,4,3
Produto_9181,Beleza,Microsoft,98.48,1030,2024-01-02,Fernanda,26-35,Masculino,SC,Transferência Bancária,True,27.5,True,1,7
Produto_7626,Jogos,Microsoft,346.52,1236,2024-08-23,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,2,5
Produto_2401,Eletrônicos,Samsung,839.88,34,2024-01-26,Carla,18-25,Outro,SC,Cartão de Crédito,True,28.7,False,2,10
Produto_8332,Jogos,LG,185.76,3474,2024-09-13,Lucas,56-65,Masculino,CE,Pix,False,0.0,True,2,2
Produto_8500,Eletrônicos,Panasonic,473.35,1717,2024-06-08,Ana,56-65,Feminino,RS,Transferência Bancária,False,0.0,True,5,5
Produto_1673,Eletrônicos,Nokia,1355.85,2856,2024-02-25,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,2,5
Produto_6074,Eletrônicos,Samsung,576.77,1972,2024-01-08,Maria,36-45,Feminino,RS,Cartão de Crédito,False,0.0,True,4,2
Produto_1671,Vestuário,LG,190.74,823,2024-05-20,Maria,36-45,Feminino,RS,Pix,False,0.0,False,1,2
Produto_7999,Beleza,Sony,1167.88,726,2024-03-09,Maria,36-45,Feminino,RS,Boleto,False,0.0,True,1,7
Produto_1201,Jogos,Microsoft,272.56,4994,2024-05-23,Maria,36-45,Feminino,RS,Pix,True,17.9,True,2,8
Produto_2027,Esportes,Sony,710.29,1029,2024-05-14,Ana,56-65,Feminino,RS,Transferência Bancária,True,16.7,False,3,6
Produto_7811,Vestuário,LG,152.11,1809,2023-11-18,Fernanda,26-35,Masculino,SC,Transferência Bancária,True,22.6,False,1,2
Produto_9656,Eletrodomésticos,Apple,449.61,143,2024-06-26,Pedro,56-65,Feminino,PR,Pix,True,27.7,True,2,3
Produto_5356,Esportes,Samsung,1466.24,1870,2024-02-04,Maria,36-45,Feminino,RS,Transferência Bancária,True,21.2,True,3,9
Produto_1696,Jogos,Brastemp,806.71,3212,2024-06-09,Pedro,56-65,Feminino,PR,Transferência Bancária,True,7.1,False,5,4
Produto_2538,Jogos,Microsoft,826.74,598,2024-09-12,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,True,5,9
Produto_3947,Eletrodomésticos,Acer,665.35,28,2024-05-09,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,True,3,8
Produto_8481,Eletrônicos,Acer,1201.74,2005,2024-04-04,Pedro,56-65,Feminino,PR,Boleto,True,16.5,False,2,2
Produto_2409,Eletrodomésticos,Samsung,511.03,1321,2024-09-06,Pedro,56-65,Feminino,PR,Cartão de Crédito,True,10.5,True,2,8
Produto_7308,Esportes,Microsoft,1331.75,3583,2023-12-30,Thiago,46-55,Outro,SC,Cartão de Crédito,False,0.0,True,5,2
Produto_6944,Vestuário,Samsung,300.36,4759,2023-11-20,Fernanda,26-35,Masculino,SC,Boleto,False,0.0,False,5,6
Produto_5996,Eletrônicos,Brastemp,903.57,810,2024-05-30,Maria,36-45,Feminino,RS,Boleto,False,0.0,True,5,10
Produto_2162,Móveis,Panasonic,714.09,3883,2024-01-09,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,2,6
Produto_3185,Eletrônicos,Samsung,1411.87,4683,2023-12-31,Gabriel,18-25,Outro,RJ,Cartão de Crédito,False,0.0,True,5,8
Produto_9634,Esportes,LG,1488.12,3130,2023-12-27,Thiago,46-55,Outro,SC,Boleto,False,0.0,False,2,7
Produto_6786,Vestuário,LG,788.59,1872,2024-10-15,João,56-65,Feminino,MG,Cartão de Crédito,False,0.0,False,2,2
Produto_2034,Jogos,LG,165.47,3811,2024-09-27,Paula,46-55,Masculino,PR,Cartão de Crédito,True,23.6,True,3,5
Produto_3332,Jogos,Panasonic,553.63,894,2024-07-07,Pedro,56-65,Feminino,PR,Pix,False,0.0,True,3,1
Produto_3427,Jogos,Apple,1315.34,1587,2024-01-10,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,False,1,9
Produto_7974,Beleza,Nokia,557.69,4537,2024-05-12,Ana,56-65,Feminino,RS,Boleto,True,16.5,True,1,2
Produto_7251,Eletrônicos,Nokia,124.07,494,2024-06-25,Pedro,56-65,Feminino,PR,Boleto,False,0.0,True,1,5
Produto_3467,Eletrônicos,Nokia,314.73,4038,2024-10-23,Ana,56-65,Feminino,RS,Cartão de Crédito,True,13.0,True,5,5
Produto_2462,Eletrodomésticos,Samsung,459.95,3879,2024-06-08,Paula,46-55,Masculino,PR,Boleto,False,0.0,False,5,5
Produto_2115,Brinquedos,Apple,1253.11,821,2024-02-03,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,True,2,5
Produto_7656,Móveis,Philips,1125.14,67,2024-10-21,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,4,5
Produto_7108,Beleza,Acer,255.09,3203,2024-03-16,Pedro,56-65,Feminino,PR,Transferência Bancária,True,29.1,False,4,10
Produto_9595,Eletrônicos,Philips,242.81,996,2024-06-21,Pedro,56-65,Feminino,PR,Pix,True,20.8,True,3,10
Produto_6897,Eletrodomésticos,Brastemp,913.52,3663,2024-02-09,Lucas,56-65,Masculino,CE,Transferência Bancária,False,0.0,True,3,6
Produto_2871,Vestuário,Panasonic,1279.28,2936,2024-06-10,Lucas,56-65,Masculino,CE,Pix,True,17.6,True,3,10
Produto_6427,Esportes,Microsoft,1126.66,4615,2024-07-25,Paula,46-55,Masculino,PR,Pix,False,0.0,False,1,5
Produto_7146,Móveis,Brastemp,358.96,184,2024-03-10,Gabriel,18-25,Outro,RJ,Transferência Bancária,True,11.2,False,1,5
Produto_2677,Beleza,Nokia,1160.39,991,2023-12-15,Pedro,56-65,Feminino,PR,Transferência Bancária,True,11.9,False,3,1
Produto_2788,Eletrodomésticos,Philips,1306.09,4539,2024-06-24,Carla,18-25,Outro,SC,Transferência Bancária,False,0.0,False,1,9
Produto_7674,Beleza,Samsung,614.07,4892,2024-07-08,Fernanda,26-35,Masculino,SC,Transferência Bancária,True,7.7,True,4,4
Produto_6131,Vestuário,Apple,991.02,4589,2024-03-27,João,56-65,Feminino,MG,Cartão de Crédito,True,13.4,True,4,2
Produto_1443,Eletrodomésticos,Philips,488.23,1181,2024-10-15,Pedro,56-65,Feminino,PR,Cartão de Crédito,False,0.0,False,5,8
Produto_1975,Vestuário,LG,389.79,3223,2024-06-06,Maria,36-45,Feminino,RS,Transferência Bancária,True,9.3,False,1,10
Produto_2630,Beleza,Sony,1097.53,3304,2024-09-18,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,False,1,3
Produto_9421,Vestuário,Panasonic,771.64,3497,2024-04-15,Ana,56-65,Feminino,RS,Cartão de Crédito,False,0.0,False,5,5
Produto_6486,Móveis,Philips,1200.48,803,2024-07-20,Fernanda,26-35,Masculino,SC,Pix,False,0.0,True,4,3
